temp,usages,datetime
70.3886,0.02,2020-08-23 11:00:00
70.7216,0.7675000000000001,2020-08-23 12:00:00
74.86250000000001,0.81,2020-08-23 13:00:00
80.23406,0.8225,2020-08-23 14:00:00
85.24346,0.8374999999999999,2020-08-23 15:00:00
88.35944,0.83,2020-08-23 16:00:00
90.89006,0.835,2020-08-23 17:00:00
92.6312,0.8274999999999999,2020-08-23 18:00:00
93.58844,0.805,2020-08-23 19:00:00
93.9416,0.79,2020-08-23 20:00:00
95.2736,0.7625,2020-08-23 21:00:00
95.387,0.7525,2020-08-23 22:00:00
94.28899999999999,0.7475,2020-08-23 23:00:00
92.08094,0.7375,2020-08-24 00:00:00
89.76956000000001,0.7075,2020-08-24 01:00:00
87.78776,0.025,2020-08-24 02:00:00
85.69579999999999,0.175,2020-08-24 03:00:00
83.64956000000001,0.325,2020-08-24 04:00:00
81.68036000000001,0.645,2020-08-24 05:00:00
80.39156,0.5025,2020-08-24 06:00:00
80.0402,0.0225,2020-08-24 07:00:00
78.79856,0.0275,2020-08-24 08:00:00
77.3978,0.02,2020-08-24 09:00:00
76.98920000000001,0.035,2020-08-24 10:00:00
76.3394,0.5575000000000001,2020-08-24 11:00:00
77.333,0.825,2020-08-24 12:00:00
81.1913,0.8425,2020-08-24 13:00:00
85.58384000000001,0.8474999999999999,2020-08-24 14:00:00
88.91906,0.8474999999999999,2020-08-24 15:00:00
91.23044,0.855,2020-08-24 16:00:00
93.21224000000001,0.8374999999999999,2020-08-24 17:00:00
95.3132,0.83,2020-08-24 18:00:00
97.89026,0.805,2020-08-24 19:00:00
98.36095999999999,0.785,2020-08-24 20:00:00
96.14696,0.77,2020-08-24 21:00:00
96.21104000000001,0.7575000000000001,2020-08-24 22:00:00
94.46774,0.1475,2020-08-24 23:00:00
92.309,0.7375,2020-08-25 00:00:00
90.09014,0.7224999999999999,2020-08-25 01:00:00
87.11636,0.7075,2020-08-25 02:00:00
85.298,0.7075,2020-08-25 03:00:00
83.64956000000001,0.0975,2020-08-25 04:00:00
81.68036000000001,0.69,2020-08-25 05:00:00
80.37176,0.085,2020-08-25 06:00:00
78.81836000000001,0.02,2020-08-25 07:00:00
78.62864,0.02,2020-08-25 08:00:00
77.71856,0.0275,2020-08-25 09:00:00
76.30879999999999,0.02,2020-08-25 10:00:00
75.36056,0.025,2020-08-25 11:00:00
75.64964,0.6425,2020-08-25 12:00:00
79.85606,0.1975,2020-08-25 13:00:00
86.5139,0.175,2020-08-25 14:00:00
91.55066,0.8574999999999999,2020-08-25 15:00:00
92.3882,0.86,2020-08-25 16:00:00
95.12366,0.8625,2020-08-25 17:00:00
96.98,0.8474999999999999,2020-08-25 18:00:00
96.971,0.82,2020-08-25 19:00:00
96.43136,0.7925,2020-08-25 20:00:00
97.35043999999999,0.7675000000000001,2020-08-25 21:00:00
99.27104,0.7625,2020-08-25 22:00:00
97.51694,0.775,2020-08-25 23:00:00
94.6868,0.7625,2020-08-26 00:00:00
92.08094,0.75,2020-08-26 01:00:00
89.78936000000002,0.3525,2020-08-26 02:00:00
89.0492,0.02,2020-08-26 03:00:00
88.358,0.55,2020-08-26 04:00:00
86.70956000000001,0.1475,2020-08-26 05:00:00
84.72955999999999,0.725,2020-08-26 06:00:00
82.75856,0.18,2020-08-26 07:00:00
81.34880000000001,0.035,2020-08-26 08:00:00
80.39156,0.03,2020-08-26 09:00:00
80.0492,0.5625,2020-08-26 10:00:00
79.37780000000001,0.795,2020-08-26 11:00:00
79.0196,0.5375,2020-08-26 12:00:00
81.52286000000001,0.37,2020-08-26 13:00:00
85.54388,0.835,2020-08-26 14:00:00
86.396,0.84,2020-08-26 15:00:00
87.65474,0.83,2020-08-26 16:00:00
88.95758000000001,0.83,2020-08-26 17:00:00
91.88204,0.815,2020-08-26 18:00:00
92.3684,0.81,2020-08-26 19:00:00
93.87284,0.8025,2020-08-26 20:00:00
94.9802,0.78,2020-08-26 21:00:00
93.73856,0.7625,2020-08-26 22:00:00
92.3288,0.7525,2020-08-26 23:00:00
91.35176,0.7424999999999999,2020-08-27 00:00:00
89.74796,0.745,2020-08-27 01:00:00
86.42516,0.735,2020-08-27 02:00:00
83.66036,0.725,2020-08-27 03:00:00
82.37156,0.7175,2020-08-27 04:00:00
82.0292,0.325,2020-08-27 05:00:00
81.34880000000001,0.185,2020-08-27 06:00:00
80.38076000000001,0.025,2020-08-27 07:00:00
79.3688,0.025,2020-08-27 08:00:00
78.41156000000001,0.025,2020-08-27 09:00:00
78.0692,0.11499999999999999,2020-08-27 10:00:00
77.3978,0.825,2020-08-27 11:00:00
77.0504,0.8374999999999999,2020-08-27 12:00:00
80.22326000000001,0.2125,2020-08-27 13:00:00
84.56126,0.6875,2020-08-27 14:00:00
87.29024,0.86,2020-08-27 15:00:00
90.47246,0.8625,2020-08-27 16:00:00
91.43096,0.86,2020-08-27 17:00:00
94.80290000000001,0.8525,2020-08-27 18:00:00
97.691,0.835,2020-08-27 19:00:00
99.85946,0.81,2020-08-27 20:00:00
99.68936000000001,0.7975000000000001,2020-08-27 21:00:00
98.9312,0.79,2020-08-27 22:00:00
97.11914,0.7725,2020-08-27 23:00:00
94.6958,0.77,2020-08-28 00:00:00
92.64956000000001,0.7575000000000001,2020-08-28 01:00:00
90.68036000000001,0.745,2020-08-28 02:00:00
89.36096,0.7475,2020-08-28 03:00:00
87.11636,0.7375,2020-08-28 04:00:00
85.30879999999999,0.095,2020-08-28 05:00:00
84.33176,0.3,2020-08-28 06:00:00
82.76936,0.0225,2020-08-28 07:00:00
82.03999999999999,0.025,2020-08-28 08:00:00
82.0292,0.46,2020-08-28 09:00:00
81.3578,0.8225,2020-08-28 10:00:00
80.96000000000001,0.8725,2020-08-28 11:00:00
80.9906,0.8775,2020-08-28 12:00:00
82.93244,0.8975,2020-08-28 13:00:00
86.57186,0.9275,2020-08-28 14:00:00
91.20326,0.9175,2020-08-28 15:00:00
95.56106,0.9225000000000001,2020-08-28 16:00:00
99.49226,0.91,2020-08-28 17:00:00
101.63119999999999,0.8975,2020-08-28 18:00:00
102.59924000000001,0.8775,2020-08-28 19:00:00
103.60220000000001,0.8474999999999999,2020-08-28 20:00:00
103.9892,0.8274999999999999,2020-08-28 21:00:00
103.298,0.8025,2020-08-28 22:00:00
101.64056000000001,0.78,2020-08-28 23:00:00
99.10094000000001,0.7675000000000001,2020-08-29 00:00:00
96.76796,0.7575000000000001,2020-08-29 01:00:00
93.43616,0.75,2020-08-29 02:00:00
90.09014,0.7424999999999999,2020-08-29 03:00:00
87.10736,0.735,2020-08-29 04:00:00
84.73856,0.73,2020-08-29 05:00:00
83.3288,0.675,2020-08-29 06:00:00
82.37156,0.0825,2020-08-29 07:00:00
82.0292,0.5325,2020-08-29 08:00:00
81.34880000000001,0.0275,2020-08-29 09:00:00
80.38076000000001,0.0225,2020-08-29 10:00:00
79.3886,0.22999999999999998,2020-08-29 11:00:00
79.691,0.86,2020-08-29 12:00:00
81.92966000000001,0.88,2020-08-29 13:00:00
86.15426,0.895,2020-08-29 14:00:00
89.96324,0.8975,2020-08-29 15:00:00
94.25246,0.9,2020-08-29 16:00:00
97.92985999999999,0.9025000000000001,2020-08-29 17:00:00
100.90183999999999,0.88,2020-08-29 18:00:00
102.57944,0.865,2020-08-29 19:00:00
102.36055999999999,0.83,2020-08-29 20:00:00
102.57944,0.82,2020-08-29 21:00:00
102.33176,0.8075,2020-08-29 22:00:00
100.73876,0.7825,2020-08-29 23:00:00
98.07656,0.77,2020-08-30 00:00:00
95.02736,0.7575000000000001,2020-08-30 01:00:00
